date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:32:44	1253/1253	---M-Z	200	added ('OK')	text/css	etag:%224e5-637adfe5647f1-gzip%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/page-title.min.css?ver=2.1.0	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/page-title.min3c94.css	(from https://thetuscanpaw.com/)
11:32:45	1294/1294	---M-Z	200	added ('OK')	text/css	etag:%2250e-637adfe558059-gzip%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/elementor-frontend.min.css?ver=2.1.0	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/elementor-frontend.min3c94.css	(from https://thetuscanpaw.com/)
11:32:46	1051/1051	---M-Z	200	added ('OK')	text/css	etag:%2241b-637adfe558828-gzip%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/elementor-woocommerce-frontend.min.css?ver=2.1.0	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/elementor-woocommerce-frontend.min3c94.css	(from https://thetuscanpaw.com/)
11:32:47	3781/3781	---M-Z	200	added ('OK')	text/css	etag:%22ec5-637adfe559f7d-gzip%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/flexy.min.css?ver=2.1.0	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/flexy.min3c94.css	(from https://thetuscanpaw.com/)
11:32:48	53358/53358	---M-Z	200	added ('OK')	text/css	etag:%22d06e-636c451dadaca-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/frontend.min2801.css	(from https://thetuscanpaw.com/)
11:32:49	1833/1833	---M-Z	200	added ('OK')	text/css	etag:%22729-636c451df8dbd-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-spacer.min2801.css	(from https://thetuscanpaw.com/)
11:32:50	600/600	---M-Z	200	added ('OK')	text/css	etag:%22258-636c451de5d13-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-heading.min2801.css	(from https://thetuscanpaw.com/)
11:32:51	198/198	---M-Z	200	added ('OK')	text/css	etag:%22c6-636c451f0acbe-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min2801.css	(from https://thetuscanpaw.com/)
11:32:52	6798/6798	---M-Z	200	added ('OK')	text/css	etag:%221a8e-636cb2ff21493-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/widget-form.min2801.css	(from https://thetuscanpaw.com/)
11:32:53	26891/26891	---M-Z	200	added ('OK')	text/css	etag:%22690b-636cb2fef97b6-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min2801.css	(from https://thetuscanpaw.com/)
11:32:54	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%222846-636c451de7c8b-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min2801.css	(from https://thetuscanpaw.com/)
11:32:55	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-636c451df7e47-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2801.css	(from https://thetuscanpaw.com/)
11:32:56	7025/7025	---M-Z	200	added ('OK')	text/css	etag:%221b71-636c451da32de-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min2801.css	(from https://thetuscanpaw.com/)
11:32:57	254/254	---M-Z	200	added ('OK')	text/css	etag:%22fe-636c451deb76d-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-image.min2801.css	(from https://thetuscanpaw.com/)
11:32:58	639/639	---M-Z	200	added ('OK')	text/css	etag:%2227f-636cb2ff316c2-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/modules/motion-fx.min2801.css	(from https://thetuscanpaw.com/)
11:32:59	2364/2364	---M-Z	200	added ('OK')	text/css	etag:%2293c-636cb2ff1cb1a-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/widget-woocommerce-products.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/css/widget-woocommerce-products.min2801.css	(from https://thetuscanpaw.com/)
11:33:00	1283/1283	---M-Z	200	added ('OK')	text/css	etag:%22503-636c451dff383-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/css/widget-video.min2801.css	(from https://thetuscanpaw.com/)
11:33:01	465/465	---M-Z	200	added ('OK')	text/css	etag:%221d1-636d85efcc114-gzip%22	https://thetuscanpaw.com/wp-content/plugins/blocksy-companion/static/bundle/header-account.min.css?ver=2.1.1	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/blocksy-companion/static/bundle/header-account.mine1fc.css	(from https://thetuscanpaw.com/)
11:33:02	103842/103842	---M-Z	200	added ('OK')	text/css	etag:%22195a2-6308c0bff4980-gzip%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742227915	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/roboto68ce.css	(from https://thetuscanpaw.com/)
11:33:03	23562/23562	---M-Z	200	added ('OK')	text/css	etag:%225c0a-6308c0c254bad-gzip%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742227917	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/robotoslabb3bf.css	(from https://thetuscanpaw.com/)
11:33:04	28876/28876	---M-Z	200	added ('OK')	text/css	etag:%2270cc-6308c0c4b2739-gzip%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserif.css?ver=1742227920	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/ibmplexserifa7d0.css	(from https://thetuscanpaw.com/)
11:33:05	15936/15936	---M-Z	200	added ('OK')	text/css	etag:%223e40-6308c0c5cbf21-gzip%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/poppins.css?ver=1742227921	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/poppins87e5.css	(from https://thetuscanpaw.com/)
11:33:06	15806/15806	---M-Z	200	added ('OK')	text/css	etag:%223dbe-6308c0c747cf6-gzip%22	https://thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/manrope.css?ver=1742227922	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/elementor/google-fonts/css/manrope6850.css	(from https://thetuscanpaw.com/)
11:33:07	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-61bf866e2fe7f-gzip%22	https://thetuscanpaw.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://thetuscanpaw.com/)
11:33:08	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-61bf866e2d38b-gzip%22	https://thetuscanpaw.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://thetuscanpaw.com/)
11:33:09	9636/9636	---M-Z	200	added ('OK')	text/javascript	etag:%2225a4-638428a0a9fad-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min86fd.js	(from https://thetuscanpaw.com/)
11:33:10	4035/4035	---M-Z	200	added ('OK')	text/javascript	etag:%22fc3-638428a09d40b-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mindaac.js	(from https://thetuscanpaw.com/)
11:33:11	1720/1720	---M-Z	200	added ('OK')	text/javascript	etag:%226b8-638428a0b436d-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min0333.js	(from https://thetuscanpaw.com/)
11:33:12	3889/3889	---M-Z	200	added ('OK')	text/javascript	etag:%22f31-638428a0a8841-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mindaac.js	(from https://thetuscanpaw.com/)
11:33:13	2939/2939	---M-Z	200	added ('OK')	text/javascript	etag:%22b7b-638428a09ebde-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mindaac.js	(from https://thetuscanpaw.com/)
11:33:16	1852158/1852158	---MCZ	200	added ('OK')	application/json	date:Fri,%2027%20Jun%202025%2009:33:16%20GMT	https://thetuscanpaw.com/wp-json/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-json/index.html	(from https://thetuscanpaw.com/)
11:33:17	37221/37221	---M-Z	200	added ('OK')	application/json	date:Fri,%2027%20Jun%202025%2009:33:17%20GMT	https://thetuscanpaw.com/wp-json/wp/v2/pages/5276	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-json/wp/v2/pages/5276.json	(from https://thetuscanpaw.com/)
11:33:17	199/199	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2027%20Jun%202025%2009:33:17%20GMT	https://thetuscanpaw.com/xmlrpc.php?rsd	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/xmlrpc0db0.php	(from https://thetuscanpaw.com/)
11:33:18	2039/2039	---M-Z	200	added ('OK')	application/json	date:Fri,%2027%20Jun%202025%2009:33:18%20GMT	https://thetuscanpaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthetuscanpaw.com%2F	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-json/oembed/1.0/embedeceb.json	(from https://thetuscanpaw.com/)
11:33:19	2201/2201	---M-Z	200	added ('OK')	text/xml	date:Fri,%2027%20Jun%202025%2009:33:19%20GMT	https://thetuscanpaw.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fthetuscanpaw.com%2F&format=xml	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-json/oembed/1.0/embed9ed1	(from https://thetuscanpaw.com/)
11:33:20	99/99	---M-Z	200	added ('OK')	text/css	etag:%2263-637adfe55e9e1-gzip%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	(from https://thetuscanpaw.com/)
11:33:21	2293/2293	---M--	200	added ('OK')	image/png	etag:%228f5-632d4e996c7c5%22	https://thetuscanpaw.com/wp-content/uploads/2025/04/cropped-Logo-B_FinalWhite-2-32x32.png	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2025/04/cropped-Logo-B_FinalWhite-2-32x32.png	(from https://thetuscanpaw.com/)
11:33:22	22213/22213	---M--	200	added ('OK')	image/png	etag:%2256c5-632d4e9957414%22	https://thetuscanpaw.com/wp-content/uploads/2025/04/cropped-Logo-B_FinalWhite-2-192x192.png	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2025/04/cropped-Logo-B_FinalWhite-2-192x192.png	(from https://thetuscanpaw.com/)
11:33:23	20326/20326	---M--	200	added ('OK')	image/png	etag:%224f66-632d4e995fcd3%22	https://thetuscanpaw.com/wp-content/uploads/2025/04/cropped-Logo-B_FinalWhite-2-180x180.png	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2025/04/cropped-Logo-B_FinalWhite-2-180x180.png	(from https://thetuscanpaw.com/)
11:33:24	32863/32863	---M--	200	added ('OK')	image/png	etag:%22805f-6298c6fa57685%22	https://thetuscanpaw.com/wp-content/uploads/2024/12/green-long-solid-circle@4x-8-1.png	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2024/12/green-long-solid-circle@4x-8-1.png	(from https://thetuscanpaw.com/)
11:33:26	208954/208954	---M--	200	added ('OK')	image/jpeg	etag:%223303a-62bfbea02c816%22	https://thetuscanpaw.com/wp-content/uploads/2025/01/Mesa-de-trabajo-1-2.jpg	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2025/01/Mesa-de-trabajo-1-2.jpg	(from https://thetuscanpaw.com/)
11:33:27	10851/10851	---M--	200	added ('OK')	image/jpeg	etag:%222a63-6298d330abb29%22	https://thetuscanpaw.com/wp-content/uploads/2024/12/MANZO-300x300.jpg	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2024/12/MANZO-300x300.jpg	(from https://thetuscanpaw.com/)
11:33:28	143730/143730	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:27%20GMT	https://thetuscanpaw.com/chi-siamo/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/chi-siamo/index.html	(from https://thetuscanpaw.com/)
11:33:30	155963/155963	---M--	200	added ('OK')	image/jpeg	etag:%222613b-6298d3310ed5f%22	https://thetuscanpaw.com/wp-content/uploads/2024/12/pollo.jpg	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2024/12/pollo.jpg	(from https://thetuscanpaw.com/)
11:33:30	135304/135304	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:29%20GMT	https://thetuscanpaw.com/negozio/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/negozio/index.html	(from https://thetuscanpaw.com/)
11:33:30	157013/157013	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:30%20GMT	https://thetuscanpaw.com/cosa-offriamo/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/cosa-offriamo/index.html	(from https://thetuscanpaw.com/)
11:33:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20Jun%202025%2009:33:30%20GMT	https://thetuscanpaw.com/il-mio-account	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/il-mio-account	(from https://thetuscanpaw.com/)
11:33:32	137163/137163	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:32%20GMT	https://thetuscanpaw.com/contatto/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/contatto/index.html	(from https://thetuscanpaw.com/)
11:33:33	70848/70848	---M--	200	added ('OK')	image/png	etag:%22114c0-62acc80e9be95%22	https://thetuscanpaw.com/wp-content/uploads/2025/01/bassotto-ttp1.png	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2025/01/bassotto-ttp1.png	(from https://thetuscanpaw.com/)
11:33:33	235289/235289	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:33%20GMT	https://thetuscanpaw.com/carrello/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/carrello/index.html	(from https://thetuscanpaw.com/)
11:33:35	168086/168086	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:35%20GMT	https://thetuscanpaw.com/negozio/cibo-umido-150g/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/negozio/cibo-umido-150g/index.html	(from https://thetuscanpaw.com/)
11:33:35	117773/117773	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:35%20GMT	https://thetuscanpaw.com/privacy-policy-2/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/privacy-policy-2/index.html	(from https://thetuscanpaw.com/)
11:33:36	112653/112653	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2009:33:36%20GMT	https://thetuscanpaw.com/wp-content/uploads/2021/12/payment-icons-footer.svg	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/uploads/2021/12/payment-icons-footer.svg	(from https://thetuscanpaw.com/)
11:33:37	168539/168539	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:37%20GMT	https://thetuscanpaw.com/negozio/pate-di-manzo-con-verdure-x-60-unita/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/negozio/pate-di-manzo-con-verdure-x-60-unita/index.html	(from https://thetuscanpaw.com/)
11:33:38	3396/3396	---M-Z	200	added ('OK')	text/css	etag:%22d44-635cff0dc9182-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce-gateway-stripe/build/upe-blocks.css?ver=4d7a9b7de9f3f44a14aa4427e1e48930	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce-gateway-stripe/build/upe-blocksbc2f.css	(from https://thetuscanpaw.com/)
11:33:39	124091/124091	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:39%20GMT	https://thetuscanpaw.com/product-category/cibo/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/product-category/cibo/index.html	(from https://thetuscanpaw.com/)
11:33:40	13874/13874	---M-Z	200	added ('OK')	text/css	etag:%223632-6384289f980a4-gzip%22	https://thetuscanpaw.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks.css?ver=wc-9.9.5	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/woocommerce/assets/client/blocks/wc-blocks392f.css	(from https://thetuscanpaw.com/)
11:33:40	124176/124176	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:40%20GMT	https://thetuscanpaw.com/product-category/senza-categoria/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/product-category/senza-categoria/index.html	(from https://thetuscanpaw.com/)
11:33:41	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2027%20Jun%202025%2009:33:40%20GMT	https://thetuscanpaw.com/?add-to-cart=5130	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/indexc4e8.html	(from https://thetuscanpaw.com/)
11:33:41	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2027%20Jun%202025%2009:33:40%20GMT	https://thetuscanpaw.com/?add-to-cart=71	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/indexafa6.html	(from https://thetuscanpaw.com/)
11:33:42	34260/34260	---M-Z	200	added ('OK')	text/javascript	etag:%2285d4-637adfe55cad7-gzip%22	https://thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/main.js?ver=2.1.0	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/themes/blocksy/static/bundle/main3c94.js	(from https://thetuscanpaw.com/)
11:33:43	5700/5700	---M-Z	200	added ('OK')	text/javascript	etag:%221644-636c451efc222-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min2801.js	(from https://thetuscanpaw.com/)
11:33:43	132551/132551	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:43%20GMT	https://thetuscanpaw.com/politica-di-rimborso-e-reso/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/politica-di-rimborso-e-reso/index.html	(from https://thetuscanpaw.com/)
11:33:43	125114/125114	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Jun%202025%2009:33:43%20GMT	https://thetuscanpaw.com/il-mio-account/	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/il-mio-account/index.html	(from https://thetuscanpaw.com/)
11:33:44	48393/48393	---M-Z	200	added ('OK')	text/javascript	etag:%22bd09-636c451e81561-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/js/frontend-modules.min2801.js	(from https://thetuscanpaw.com/)
11:33:45	21464/21464	---M-Z	200	added ('OK')	text/javascript	etag:%2253d8-632d63d806a1c-gzip%22	https://thetuscanpaw.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://thetuscanpaw.com/)
11:33:46	32876/32876	---M-Z	200	added ('OK')	text/javascript	etag:%22806c-636c451e7fe07-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.29.2	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor/assets/js/frontend.min2801.js	(from https://thetuscanpaw.com/)
11:33:47	24109/24109	---M-Z	200	added ('OK')	text/javascript	etag:%225e2d-636cb2fef68f5-gzip%22	https://thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	/Users/brunovera/Desktop/TheTuscanPaw/thetuscanpaw.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://thetuscanpaw.com/)
